,Question_Links,Views,Upvotes,Spaces,Questions,Answers
241,https://www.quora.com/I-focused-on-self-improvement-like-everyone-has-been-saying-but-I-m-still-sad-because-I-want-a-girlfriend-and-tired-of-doing-everything-in-life-alone-What-do-I-do/answer/Kamal-Raj-17,44,–,www.quora.com,I-focused-on-self-improvement-like-everyone-has-been-saying-but-I-m-still-sad-because-I-want-a-girlfriend-and-tired-of-doing-everything-in-life-alone-What-do-I-do,"You want company not girlfriend. You need to think self help as a pill that reduces pain not solution for your pain. Most importantly you need some spice in life. Bring a change of job, place, or city to begin with.
There will be something that you will love doing alone. Jogging, walking, programming, reading … anything. Find that. Then spend time doing that. Believe you are born to be great and achieve phenomenal things. Your soulmate might be right around the corner. Learn to attract her. Not run behind her. She will only runaway from you.
Searching for a girls or other companionship has lead many good guys to deep Trouble. Please be wary of that. People i know have had bad encounters in life when they went in search of relationships.
I have written this guidance from the advice I give to most of my friends. They too struggle with same problem that you have. I am glad you took muster and asked for help. Look around you, there are friends whom you never connected, places you love that you never visited recently. Jog your mind, and become creative.
These friends, places, food and things can give you new life. Be open and try. Have a great life."
243,https://www.quora.com/Is-it-worth-attending-TNABC-Miami-for-a-deep-learning-of-crypto-and-blockchain/answer/Kamal-Raj-17,12,–,www.quora.com,Is-it-worth-attending-TNABC-Miami-for-a-deep-learning-of-crypto-and-blockchain,"Deep learning and crypto have very different use cases. If one has to learn about deep learning, they better hard to Kaggle or sagemaker platforms. They provide the necessary courses and datasets. There is also communities that share information.
The datasets containing all the crypto NFT in Open Sea, the 10,000 crypto punks are available for you yo analyse. The entire 5 years trading data for major currencies are available. All this in Kaggle. So hands down, if you want to learn then head to these platforms rather tha n spending time and money on conference. Have a great future
Conferences are for selling, marketing and getting funding."
244,https://www.quora.com/Does-learning-data-structures-and-algorithms-help-me-to-code-faster-Faster-in-the-sense-help-to-come-up-with-a-quick-solution-while-working-on-a-real-time-problem/answer/Kamal-Raj-17,114,1,www.quora.com,Does-learning-data-structures-and-algorithms-help-me-to-code-faster-Faster-in-the-sense-help-to-come-up-with-a-quick-solution-while-working-on-a-real-time-problem,"Learning about the algorithms gives an edge gor sure, along with the data structure knowledge helps to use the algorithm correctly..
So learning both will boost your ability to program. With OOP concept and varied Framework that language use, the algorithm knowledge keeps you grounded. When you need to build a tool for solving a special challenge, you can begin with correct process.
Learn algorithm and data structure. You will do yourself a great favour."
246,https://www.quora.com/Does-reinforcement-learning-need-a-lot-of-data-like-supervised-or-deep-learning-does/answer/Kamal-Raj-17,390,–,www.quora.com,Does-reinforcement-learning-need-a-lot-of-data-like-supervised-or-deep-learning-does,"Reinforced learning is different from supervised or unsupervised learning fundamentally.
RL creates its own data by iterating over the problem space to find a way to reach the goal. Every iteration, the model learns something about the space. The model learns through the agent that navigate the space.
RL needs value and policy function that can help to learn better about the space. This is where much research is conducted currently. The learning can be done by machine learning or deep learning algorithm.
What is required, is a powerful machine that run iteration fast ."
248,https://www.quora.com/Why-can-t-we-know-exactly-how-some-artificial-intelligence-works/answer/Kamal-Raj-17,107,1,www.quora.com,Why-can-t-we-know-exactly-how-some-artificial-intelligence-works,"Lets rephrase the question, since the question seems to declare that AI is not understandable.
How can we exactly know, how AI works?
Answer is, By learning about how AI Learns. Get ready to enter the Rabbit Hole.
AI has been around for 50 years now. The back propagation idea along with the different type of activation functions that help the function to learn kick started the new era that we are in. (Which has lead to this question)
Idea is to create an algorithm that doesn't need the input to b..."
250,https://www.quora.com/How-do-I-prepare-myself-for-an-interview-with-a-computer-AI/answer/Kamal-Raj-17,18,–,www.quora.com,How-do-I-prepare-myself-for-an-interview-with-a-computer-AI,"Interview with AI can be very interesting. Your answer to a tech question might change you from a social media specialist to a game design analyst? That is how a Classification AI will work. So you will get a job, but may not be the one you applied for.
Every thing in AI is about features. With features comes classification and interpolation. Every thing about you will be a list of dimensions, and the answers that you give for the question, you guessed it, again they are list of dimensions.
AI that you see today in resume classification is very primitive. Those that take interviews can be real tricky, like playing a game. So being smart is very important and talking your way around AI can be fun too. How? There will be lot more opportunity for you to prepare for the interview by attending fake interviews with AIs. I am jumping ahead.
The AI that might interview you will be a mix of reinforced learning machine with some form of classification machine learning algorithms attached. Here you need to improve yourself in multiple dimensions and in each dimensions you need to skill yourself to multiple expertise levels.
Showing confidence in your expression, having relaxed attitude and can do perspective can add up to your success in interview. AI will take note of these dimensions too and factor it in the model it builds of your answers. The AI will be programmed to get the best model employee.
All the very best. You better be the best."
252,https://www.quora.com/What-is-the-best-artificial-and-machine-learning-online-course/answer/Kamal-Raj-17,63,–,www.quora.com,What-is-the-best-artificial-and-machine-learning-online-course,"The free course available online in Andrew ng's course in youtube and MIT computational thinking
Then you can visit Kaggle website for taking hands on programming course on python.
I chose the last option with lots of supplemental reading by myself using the free books available at http://zlib.com
.
Have a great time with your learning. Start with the intention to give back to the community. You will learn faster and become an expert soon."
254,https://www.quora.com/Should-I-pursue-my-career-in-AI-I-have-a-great-interest-in-design-and-creativity-What-other-career-options-would-suit-me/answer/Kamal-Raj-17,9,–,www.quora.com,Should-I-pursue-my-career-in-AI-I-have-a-great-interest-in-design-and-creativity-What-other-career-options-would-suit-me,"Interested in creativity and design then opt for product design, or even game design, virtual experience design and so on. AI is not the human robot that we see on the movies. That kind of robot will use reinforced learning combined with neural networks. Here the neural networks are simply a mesh of equations that are populated by coefficients. (Bit of mathematics there)
You can also work on interaction design. This is part where you work out how the user will use the application or the product. Think in these lines. The product might have AI underneath it like the Miko AI shown above.
Going into AI as a career also can be creative in a mathematical way of solving problems that are multidimensional. Think wisely before taking the step towards AI. Have a great future."
255,https://www.quora.com/I-want-to-do-full-time-trading-for-my-career-Is-a-BBA-course-necessary/answer/Kamal-Raj-17,140,–,www.quora.com,I-want-to-do-full-time-trading-for-my-career-Is-a-BBA-course-necessary,"Nope. BBA course is not required to do trading
If you have interest in trading then better take a certificate courses from any of the markets that trade instruments. As a support, you can do an undergrad course in science or commerce that is easy on your time.
Trading is more about playing with yourself. Greed, Fear, Hope and Faith create lot of challenges in the market. When you take profit, you take it without 2nd thoughts and same is true for taking losses too. Difference is, you know the what is going to be your profit before you enter the trade. Also, you know how much you are going to stake.
Look at life itself as a career. You keep your mindset free from noise like comparison, jealousy and even hatred. These feelings easily derail you from making money. Keep a mind filled with care for yourself and those around you.
Trading profits are for reintroducing into new trades or to safeguarding the losses made by other trades. Never to be taken out and spent on material things. Living a life of luxury is possible as a trader after you have given up the need for luxury. Those top traders do the trading for that thrill and enjoyment, and earn that much from it.
None of these will be thought in college. So work on it by yourself. Have a great trading future."
256,https://www.quora.com/Should-I-get-a-laptop-with-a-3050ti-or-a-3060-GPU-for-machine-learning-Is-the-difference-that-significant/answer/Kamal-Raj-17,2.3K,1,www.quora.com,Should-I-get-a-laptop-with-a-3050ti-or-a-3060-GPU-for-machine-learning-Is-the-difference-that-significant,"Get a raspberry Pi and connect to internet. Then reach out to google colab or kaggle platform to get all your professing needs. Spend on laptop only for longer battery life and better screen, the processing power is already commoditised and uploaded in the cloud.
I have been working on very big datasets like the Crypto trading dataset, and e-commerce site sales datasets which have columns ranging in 100s. Kaggle and colab can handle them like a breeze. Infact they handle it without any trouble.
GPU that your laptop or desktop has can reach its max potential immediately. So don't get frustrated later after spending so much money. First learn to model on cloud, and once you are confident then go for laptop."
257,https://www.quora.com/New-to-and-interested-in-deep-learning-I-want-to-have-access-to-more-computing-power-as-now-Im-only-using-CPU-What-is-the-best-way-to-approach-this-with-a-maximum-budget-of-around-2k-and-the-goal-of-easing-into-it/answer/Kamal-Raj-17,91,–,www.quora.com,New-to-and-interested-in-deep-learning-I-want-to-have-access-to-more-computing-power-as-now-Im-only-using-CPU-What-is-the-best-way-to-approach-this-with-a-maximum-budget-of-around-2k-and-the-goal-of-easing-into-it,"Access the high power CPU and GPU thru the Kaggle notebooks. They can be accessed from simple raspberry pi which costs under 75USD.
Kaggle also provides variety of tutorials on tensor processing. Which can be done over the propreitory processor called TPUs.
You can easily learn about many of the datascience tasks by accessing the competition in the kaggle platform. You can also learn from the professional out there who teach through the notebooks…"
259,https://www.quora.com/Should-we-trust-our-future-to-AI-scientists/answer/Kamal-Raj-17,26,–,www.quora.com,Should-we-trust-our-future-to-AI-scientists,"Nope you don't really need to trust them, you can influence the way the research is conducted by investing on them. That is what Elon Musk does in Open AI gym.
Also there is a new domain kicking up dust, called AI ethics. There is Framework already in place to follow. Take a look at the course at Kaggle that explains it.
These ethics are very stringent and the practitioner and the researcher follow it closely. So from the point of AI research, the way they work is kept ethical.
Whether we should handover our “future” to others like the researchers, there is always alternative. You decide to take the future in your hand and start learning about how the research is done. How the output and models are created. (Its easy)
That will make you feel secure and able to answer quora questions too. Have a great day."
260,https://www.quora.com/Can-a-computer-have-intention-sophistication-or-passion-1/answer/Kamal-Raj-17,9,–,www.quora.com,Can-a-computer-have-intention-sophistication-or-passion-1,"Nope, computer programs can't have the intention, sophistication and passion in the way humans have. They can be programed to look like having these characteristics. There needs to be a programmer."
261,https://www.quora.com/Could-Artificially-Intelligence-be-the-key-to-discovering-time-travel/answer/Kamal-Raj-17,10,–,www.quora.com,Could-Artificially-Intelligence-be-the-key-to-discovering-time-travel,"Nope. AI is not physics, it is mathematics for solving statistical problems."
263,https://www.quora.com/I-want-to-do-an-MS-in-artificial-Emotional-Intelligence-Which-countries-have-the-most-research-for-them/answer/Kamal-Raj-17,49,1,www.quora.com,I-want-to-do-an-MS-in-artificial-Emotional-Intelligence-Which-countries-have-the-most-research-for-them,"MIT is the name that comes first when you talk about the AEI, which is combination of computer vision, deep learning and finally machine learning. There has already been a tonne of research out there and companies are being built on top of those research.
The above links explain what is AEI, which I was curious to understand first. Then once I read about it, there is nothing new about it. I would suggest you to begin by reading the below two books
F Chollet’s Deep learning with Python and
Deep Reinforcement Learning Hands-On Apply modern RL methods
These two books provide wealth of information about the state of art heuristics to create models from the data, and then use that model to predict things in the real world.
In AEI, the predictions are simply the human emotions. Consider the different emotions as different configuration of same face. This adds the complication that, billions of human faces can wear these configuration, without any warnings. Your work will be predict it.
The Kaggle competition platform, and the Google research group is doing so much research, and shared to the world. The data which is clean and labelled is also available. All you need is take these data, and start your research.
I have just shown the horizon of the deep learning and AEI models with face recognition. There are other dimensions to emotion recognition like, voice analytics, breathing pattern analytics and body language. These areas of research is ongoing, and opens up new ways of creating immersion in this world.
It is a wonderful new world that is being created. Have a great time."
264,https://www.quora.com/How-true-is-this-If-you-are-terrified-at-the-mere-mention-of-mathematics-you-are-probably-not-going-to-have-much-fun-in-artificial-Intelligence/answer/Kamal-Raj-17,56,1,www.quora.com,How-true-is-this-If-you-are-terrified-at-the-mere-mention-of-mathematics-you-are-probably-not-going-to-have-much-fun-in-artificial-Intelligence,"AI is application of the mathematics, and the algorithms. There is math and problem solving involved. If you are afraid of math, then it will take the fun of many things, not just AI.
If someone says that they are afraid of math, reality they are having 2 challenges. One is they are LAZY, and other is they are AFRAID to fail.
Math is beautiful. As the saying goes, beauty is in the “Eye of the Beholder”. I am good at solving mathematic puzzles, business challenges and calculate the returns on my investment. Basic tasks are helpful for daily lives. To have fun with mathematics is to begin abstracting the real life challenges into mathematical equations, and models. See how the models perform, and tweak it.
Take a look at the following course on computational thinking, which provides an intuitive way to think about AI, ML and other prediction softwares.
This course really answers your question with lots of hands on examples, and finally equips you to understand the most complex of the models, that predict the weather. So, to understand math behind these models, one has to be spend time and effort.
As already informed, being lazy and afraid spending time that might not give any output is the major challenge. So work on that, rest of the life will be fun."
265,https://www.quora.com/What-are-the-prerequisites-for-learning-artificial-intelligence-for-someone-without-a-background-in-CS/answer/Kamal-Raj-17,390,–,www.quora.com,What-are-the-prerequisites-for-learning-artificial-intelligence-for-someone-without-a-background-in-CS,"Imagination
Intention to contribute
These two are prerequisites to learn AI. Because AI is just a tool that can be done using many languages, ranging from C++ to easiest python. Julia language goes furthermore to make non CS grads to use the power of computers more easier. Take a look at this free course
The ability to think how a computer will work on the data you provide is acquired by studying computer science course. This can be learnt by yourself, if you have imagination and intention to contribute.
Have a great time learning AI. And welcome to the new world."
267,https://www.quora.com/Can-you-suggest-a-topic-for-PhD-research-combining-artificial-intelligence-and-consumer-behaviour-I-belong-to-Department-of-Management-studies-Please-respond/answer/Kamal-Raj-17,36,–,www.quora.com,Can-you-suggest-a-topic-for-PhD-research-combining-artificial-intelligence-and-consumer-behaviour-I-belong-to-Department-of-Management-studies-Please-respond,"Human behaviour modeling is a thriving data science application. AI or deep learning are just subsets of the data science. There is so much going on at competition level using the data that is made available by many different companies. Head to Kaggle and check the competition once. You will find many consumer related modeling topics.
Why I am not suggesting a topic is because there is many options you can choose from.
Blockchain and crypto technology opened a new arena for observing consumer behavior.
The communities surrounding the technology products like smartphone and wearables created another platform to research.
The e-commerce sites unleashed multilevel data source of both consumers and producers alike.
I am sure one of these areas must be inspiring enough for you to jump right in and get a worth while topic. Also there is a book “Statistical Machine Learning for Human Behaviour Analysis” which can introduce you to new topics.
Hope the perspective helps. Have a great time."
270,https://www.quora.com/What-field-of-study-is-closest-to-achieving-immortality-Biotech-Neurology-Computer-Science-If-I-want-to-live-immortally-which-field-should-I-study-in-college-to-prepare-myself-for-the-relevant-research/answer/Kamal-Raj-17,69,1,www.quora.com,What-field-of-study-is-closest-to-achieving-immortality-Biotech-Neurology-Computer-Science-If-I-want-to-live-immortally-which-field-should-I-study-in-college-to-prepare-myself-for-the-relevant-research,"Mathematics.
Whether science, art, music, computers or even understanding physics of this universe you need mathematics. Some are gifted to see the world in the abstract mathematical terms and find solution that are elegant. Others toil for their entire life in obscurity, but live a fullfilling life.
Mathematics can even model your consciousness and upload it into the cloud servers where you can be immortal and your “Uploaded Conscious” can work on mathematics. Kind of loopy situation can get created, which again mathematics can easily solve elegant assumptions and solutions."
272,https://www.quora.com/Python-programming-language-How-can-I-learn-Python-quickly-and-efficiently/answer/Kamal-Raj-17,15,–,www.quora.com,Python-programming-language-How-can-I-learn-Python-quickly-and-efficiently,"Programming is for automating something that you do manually. We always do one thing manually, is THINKING. Programming offloads this work from us. That is how our productivity increases.


"
274,https://www.quora.com/What-are-the-most-impressive-recent-technological-breakthroughs-in-AI/answer/Kamal-Raj-17,183,–,www.quora.com,What-are-the-most-impressive-recent-technological-breakthroughs-in-AI,"Latest AI application is to figure out the famous location from the pictures.
Using the time series of breaths to Analyze the lung capacity.
Toxicity in online forums is beinf moderated using language analysis.
Making dreams out of neural networks using clever propagation methods.
Finding fake pictures from real pictures.
Many of these application are currently enacted as competition in Kaggle community. Check it out.
Recently Github launched Autopilot to write code alongside of the programmer. This is a fascinating application.
Much of the Ai is still programmed with many libraries custom written and the models are created with care and experience. So not all models that armature make will work in real world. The industry is trying Its best to be inviting.
The newer application need more knowledge and imagination to come up with a working solutions."
275,https://www.quora.com/What-mindset-should-I-have-to-keep-studying-learning-new-things-and-reading-books/answer/Kamal-Raj-17,35,–,www.quora.com,What-mindset-should-I-have-to-keep-studying-learning-new-things-and-reading-books,"Mind, Consciousness and Subconscious can be illustrated by an analogy
Mind is the clear glass and the liquid inside is the consciousness. Oh, the Subconscious is the air acting on the mind, and consciousness. How do you think I came up with the picture of the “Clear Glass of Water”, from your question? It starts with the “Intention”.
I honestly intend to provide a memorable answer, that illuminates your problem, and then share the solution to remove it. Bigger challenge is to see the problem clearly. If you see the problem, then the solution “springs out” like a train of thoughts. That feeling is called “Rapture”.
You might ask me, as a curious child, why I have the “Intention” to provide an answer?
To answer that, I need to tell you a lot about my life and stories it has, which can fill a 1000 page novel. In short, I love “Answering” questions that are seeking “Motivation” and way to move forward. Also, the questions that I answer is always those that capture my imagination and brings it to reality. Like, how the above 2 pictures were included in this answer. I imagined your distrubed mind, and pictured the clear water glass as an inspiration, for example.
So, “Why” do you want to study, concentrate and read books? List down 10 points to justify yourself. Make 3 copies of it, and stick that paper in front of your bed, reading area and bathroom. You will see your goals, aspirations and passions getting listed there. Once you follow these 3, then your mind will start calming down, and then let you to concentrate and be logical. Start with Intention/ Purpose.
Have a calm and clear mindset. Lead a life that is fulfilling and rewarding."
277,https://www.quora.com/Why-do-i-answer-questions-on-Quora-1/answer/Kamal-Raj-17,5,–,www.quora.com,Why-do-i-answer-questions-on-Quora-1,"Mind, Consciousness and Subconscious can be illustrated by an analogy
Mind is the clear glass and the liquid inside is the consciousness. Oh, the Subconscious is the air acting on the mind, and consciousness. How do you think I came up with the picture of the “Clear Glass of Water”, from your question? It starts with the “Intention”.
I honestly intend to provide a memorable answer, that illuminates your problem, and then share the solution to remove it. Bigger challenge is to see the problem clearly. If you see the problem, then the solution “springs out” like a train of thoughts. That feeling is called “Rapture”.
You might ask me, as a curious child, why I have the “Intention” to provide an answer?
To answer that, I need to tell you a lot about my life and stories it has, which can fill a 1000 page novel. In short, I love “Answering” questions that are seeking “Motivation” and way to move forward. Also, the questions that I answer is always those that capture my imagination and brings it to reality. Like, how the above 2 pictures were included in this answer. I imagined your distrubed mind, and pictured the clear water glass as an inspiration, for example.
Have a calm and clear mind. Lead a life that is fulfilling and useful."
279,https://www.quora.com/Can-artificial-intelligence-develop-one-more-and-more-better-artificial-intelligence/answer/Kamal-Raj-17,144,–,www.quora.com,Can-artificial-intelligence-develop-one-more-and-more-better-artificial-intelligence,"Nope, it cannot develop such an intelligence. There are some mathematical paradoxes that will not allow such a development.
Even the AI that we are talking about is not AI in pure sense. Those working and developing AI themselves call the programs as pattern recognition models
The state of art Alpha Go is programmed by human engineers. The learning is enacted by the engineers. So it needs a very difficult and different approach to create AI that is capable of creating anything. That approach is still to be discovered."
281,https://www.quora.com/Is-there-an-upper-limit-to-a-future-computer-s-processing-speed-or-is-it-bounded-only-by-human-ingenuity/answer/Kamal-Raj-17,47,–,www.quora.com,Is-there-an-upper-limit-to-a-future-computer-s-processing-speed-or-is-it-bounded-only-by-human-ingenuity,"Accelerando
It is a infamous novel that speaks about a universe where every matter in the known universe got converted into a “Computer”. It really opened up my imagination of what a computer is made of…
The computer can be any thing that can act “Logically”. The atoms in the universe are ultimate logical actors. Electrons, protons and neutrons act very logically and can be harnessed to “Compute”
This idea is the basis of quantum computers. Currently to make these elements to “Compute” and observe their output requires human ingenuity. So in short term of next 100 years, the human ingenuity matters a lot. Once the matter in the universe can be effectively used as computer, then there will be no requirement of humans.
So this generation and the next two can rest easy, knowing that we have time on this universe for ourselves… Good day."
282,https://www.quora.com/Which-language-should-be-familiar-with-while-entering-into-the-embedded-field-C-or-Python/answer/Kamal-Raj-17,32,–,www.quora.com,Which-language-should-be-familiar-with-while-entering-into-the-embedded-field-C-or-Python,"In embedded field, it is C program or a level deeper. Assembly program. Python is a interpreted language while C is complied to machine code and then executed.
When you write firmware like program they have to work on hardware memories or registers and turn off or on the transistors. Only the compiled C can do that."
284,https://www.quora.com/Which-branch-should-I-choose-in-a-B-Tech-for-artificial-intelligence-and-machine-learning/answer/Kamal-Raj-17,352,–,www.quora.com,Which-branch-should-I-choose-in-a-B-Tech-for-artificial-intelligence-and-machine-learning,"It doesn't matter. Choose any course you want.
AI and ML is algebra. If you have understood higher secondary math then you can learn AI n ML.
And the computer part, you learn that as a hobby if you are serious in going into AI and ML.
Remember, the moment you complete your engineering or college, DO NOT GO TO WORK. Learn about computer algorithms, heuristics and if possible find a lucrative higher studies where you will be introduced to the concepts.
The reason to choose this route is very simple. If you have passion for a subject then you will learn and master it somehow. Then why spend a fortune on CS or IT course and then sit in Bench of a service company??
Decide wisely. Have a great future. Be passionate stay motivated…"
286,https://www.quora.com/Im-from-commerce-background-How-should-I-start-learning-AI-Should-I-start-learning-Data-analysis-first-or-should-I-do-BCA-first-I-am-really-confused-and-cant-find-the-right-path-to-start-learning/answer/Kamal-Raj-17,21,–,www.quora.com,Im-from-commerce-background-How-should-I-start-learning-AI-Should-I-start-learning-Data-analysis-first-or-should-I-do-BCA-first-I-am-really-confused-and-cant-find-the-right-path-to-start-learning,"Do BCA first. Get the basics of computers, how it operates and what can be done at basic level. This is one way to get the knowledge and get a certificate.
Other way is to really geek out on computer. Read everything about computers. Have friends who are geeks. Surround yourself with kids who love breaking computers. This way you can learn fast and not get any certificate. (This is my way)
After you get the basics then head to any of the numerous courses on computers programming offered free of cost on Edx or MITx. Especially on python, ruby or perl. These languages are the languages that help you to work on data.
After that, head to Kaggle. There learn the basics of data science for free. Starting from machine learning to reinforced AI can be learnt there. These are intro courses. Complete them. You have officially an amateur data scientist. Then work on their competition. Work on many of their EDA datasets. Give this area atleast 3 month and master it. Think about only the command and how to use them.
After that if you are still interested in AI then you would have already found a good college, or course. Your friends would be working along with you. The taste of Data can be very addictive.
Contribute to the community like Stack overflow, stack exchange etc by joining them.
All the best for your career."
288,https://www.quora.com/Shall-the-artificial-intelligent-occupy-the-design-industry-and-designers-lose-their-work-Is-there-any-chance/answer/Kamal-Raj-17,29,1,www.quora.com,Shall-the-artificial-intelligent-occupy-the-design-industry-and-designers-lose-their-work-Is-there-any-chance,"With all the rampant hype around the artistic AI and race care chassis design created by RL algorithm, this question is very apt.
Take a look at the above picture. It is generated from two different picture on a website that offers you to play with any idea you dream up.
Who chooses the pictures to merge on the first place? The designer. What parameters to set in the AI model? Decided by the designer. And many other decision are to be taken by designer.
The designer will climb higher on the value chain. He will decide and the AI will be his tool. Designer has to learn such tools and use his creativity on top of AI.
How about design of hardwares? Take the toughest design challenge, then it will be designing the silicon chip.
Reinforced learning is used to design the chip placement. The RL policy learns to optimally place the building blocks of the chip. The xor, nand and other gates.
So the AI can take the mundane task of the design and let the designer to do the important work. Learn the AI techniques and you are cool. Have a great time."
290,https://www.quora.com/How-do-you-make-an-ML-model-robust-to-Simpsons-paradox-machine-learning-neural-networks-categorical-data-unbalanced-classes-Simpson-s-paradox-statistics/answer/Kamal-Raj-17,21,–,www.quora.com,How-do-you-make-an-ML-model-robust-to-Simpsons-paradox-machine-learning-neural-networks-categorical-data-unbalanced-classes-Simpson-s-paradox-statistics,"Simpsons paradox arises when the trend between two parameters arises, reverses or disappears when the population is divided
In ML this paradox is modelled and learnt as the test data is divided into validation and training datasets. Then trained on the training dataset. In this case the influence of any kind will get either nullified or is modelled into the solution.
There are other heuristics to train the data into multiple folds and train them iteratively. That will again help in removing the bias.
ML uses various other techniques along with statistics. So take a look at this field with a fresh set of eyes."
291,https://www.quora.com/How-does-the-facial-recognition-API-work/answer/Kamal-Raj-17,27,1,www.quora.com,How-does-the-facial-recognition-API-work,"There are many convnet models out there like Imagenet, resnet, inception etc which are trained on numerous pictures and faces. The output is a masive “model”. Model is a very long equation in algebraic terms. This is already covered.
How does this model know “my” face?
Someone has to still say to the convnet that, it is “your” face.
One of the ways this is done using numerous photos we upload on social sites and tag the photos to names.
Tagging is a way to help the neural network learn about the “features” of your face. It doesn't copy your face like how we humans see it. During learning the network converts your face as a “set of signals” that switches on/off the neurons in each layer and then assigns that pattern to your name “tag”.
When your face in reality is shown to the face recognition camera, it predicts with sufficient accuracy that it is your face.
Registering: When you enable face in your device, it asks you to show your face. It takes so many pictures of your face in multiple directions at high speed. Then sends it into the model and enables your model to “learn” your face. It doesn't copy your current face, it only model your face as mathematical equation.
Either way, the model will know the mathematics of your face and it will get stored in the server of the device. (Data of your ‘feature’, like face, finger print is always given away. We are not discussing what can be the data used for…)
This kind of recognition, is unlike how the humans recognize. The internal mechanism in our brain is very different. So neural nets are not like our brains neural network. The brain doesn't create equations.
Hope the idea is clear."
293,https://www.quora.com/Are-there-any-useful-tools-to-optimize-AI-models-for-a-low-spec-hardware-e-g-RPi/answer/Kamal-Raj-17,25,–,www.quora.com,Are-there-any-useful-tools-to-optimize-AI-models-for-a-low-spec-hardware-e-g-RPi,"AI models themselves can be used in very low tech devices. The models are written out in hdf5 format, which can store data and model together. It is a very ingenious solution.
Training the AI model needs lots of firepower, so high end GPU and TPU are required. These are made available for free or for charge by many companies including Kaggle. You train your model there, validate it and then write that model to the disk. You are free to use that model by using correct harness function.
I would say, the model are like moulds that are used in making plastic parts. The data is fed into the model and out comes the moulded answer. You can use the mould anywhere with the moulding machine. To make the mould itself is a different challenge…
You can use the model in devices like raspberry pi and smartphone without much challenge. That is the intention of these models and AI in general."
294,https://www.quora.com/What-are-the-3-in-demand-skills-you-can-learn-that-will-10x-your-success/answer/Kamal-Raj-17,18,–,www.quora.com,What-are-the-3-in-demand-skills-you-can-learn-that-will-10x-your-success,"Skilled at keeping yourself happy
Skilled at showing confidence irrespective of your knowledge or stature
3) Making others interested in you and your service or product
That is all it takes to succeed. What you earn can bring you more than enough food, shelter and clothing. The above three skills is something very different….
Those earning millions don't have them. That is why they earn a salary to begin with. (Not an hypocrite here, I am telling this to myself too)"
295,https://www.quora.com/What-is-a-one-word-substitution-for-the-skillfully-doing-things-with-hands/answer/Kamal-Raj-17,8,–,www.quora.com,What-is-a-one-word-substitution-for-the-skillfully-doing-things-with-hands,“Hand craft” mastery or simply “mastery”
298,https://www.quora.com/Will-researchers-want-to-imbue-A-I-with-human-characteristics-and-personality-to-make-it-more-appealing-and-potentially-addictive-to-use/answer/Kamal-Raj-17,10,–,www.quora.com,Will-researchers-want-to-imbue-A-I-with-human-characteristics-and-personality-to-make-it-more-appealing-and-potentially-addictive-to-use,"It is very exciting to think about AI with personality, that follows you every where you go, be a companion to you and more. The challenges of building a personality, is unique. In terms of power, computations and the inputs that is required every second is considerable and our world has not developed for such
Personality, arises in humans and animals because of our biases and flaws. Think about the reason why you love your partner, what makes the rose more loveable than a sunflower? Pragmatically, nothing. In some cultures sunflower is preferred over rose.
When the RL enabled robots with their control mechanism, will have their own quirks. The steady twitch of the arms could be a weak processor, the low eye..."
300,https://www.quora.com/How-will-coding-change-in-2022/answer/Kamal-Raj-17,60,–,www.quora.com,How-will-coding-change-in-2022,"Start with something that is not changing.
What we do today with code? We build software and make hardware to do what humans either cannot do or don't want to do. We will continue doing that.
There are many paradigms of building the code, among them the Object programming and functional programming has mostly brought us this far. Objects with specific features or methods were created, which then got passed thru the functions to get the output
How might a new paradigm change this?
Reinforced Learning(RL) will change the way the objects and functions are designed. The programs or functions will write the functions for newer problems.
How might this be possible?
RL is used for making programs that help to navigate problems by learning the constraints and possibilities. Brute force problem solving and learning is useful in games. The real world problems will become the games that RL will solve.
And what will humans do?
We will create the GAMES
Creating games today is called management. Whether entrepreneur or an employee, they are players in the game where the state, investors and customers are the game masters. Seeing this big picture creates a very unique experience.
Tomorrow, everyone will create games and the games depend on ideas and themes. More the games are played the RL will be able to solve the challenges using the results it learns. Games will start competing. The advantage of having entertainment is only the way forward when everything will be done for us. This time with Robots, that are made of metal and not meat."
301,https://www.quora.com/How-do-you-create-a-fully-automated-AI-based-trading-system-with-Python/answer/Kamal-Raj-17,110,–,www.quora.com,How-do-you-create-a-fully-automated-AI-based-trading-system-with-Python,"There are couple of libraries like Backtrader, zipline and quantopian which helps in writing strategies and back testing. These libraries allow for automated trading too.
Learning curve is pretty steep and understanding the market ks necessary for these libraries. Also quantopian closed shop because the open sourcing the strategies did not make money as they expected.
All the above solution involves humans creating the strategies. To involve AI means the algorithms have to be reinforced learning only. There are many libraries that are simple to implement, but complex to understand. It is difficult to give the money to a program that works on very rigid rules and values.
Research is ongoing here. Openai has some breakthrough here. We have to wait and watch."
302,https://www.quora.com/Should-I-study-abroad-for-AI-at-the-age-of-19/answer/Kamal-Raj-17,29,–,www.quora.com,Should-I-study-abroad-for-AI-at-the-age-of-19,"My suggestion would be to decide if you are passionate about AI first. Give yourself a month's time to think about AI during all your free time. Every time you relax, do you imagine what is possible with AI? Think about how you can get more info about AI.
If you can keep at it for a month, then by end of the month the decision will become clear.
This heuristic is very useful in many decisions."
